"";"Ostreococcus";"Pseudozyma";"Dino-Group-I-Clade-1_X";"Paracalanus";"Bathycoccus";"Gyrodinium";"Guinardia";"Micromonas";"Meira";"Picochlorum";"Plagioselmis";"Rhizosolenia";"Tetraselmis";"Unassigned";"Phragmatopoma";"Chloroparvula";"Phaeocystis";"Pelagomonas";"Pelagostrobilidium";"Saccharina";"Teleaulax";"Oligotrichida_XX";"Thalassiosira";"Strombidiidae_X";"Picozoa_XXXXX";"Dino-Group-III_XX";"Pycnococcaceae_X";"Chaetoceros";"Minutocellus";"Pelagomonadales_clade_B1";"MAST-7B";"Dino-Group-II-Clade-10-and-11_X";"Obelia";"Heterocapsa";"Dino-Group-II-Clade-6_X";"Laboea";"Askenasia";"Detonula";"Dinophyceae_XXX";"Gymnodinium";"Dino-Group-I-Clade-5_X";"MAST-4A";"Leucosporidium";"Acrochaete";"Aureococcus";"MAST-7A";"Suctoria_XX";"Dino-Group-II-Clade-7_X";"MAST-4E";"Kathablepharidida_XX";"Dino-Group-II-Clade-23_X";"Rhodotorula";"Dino-Group-II-Clade-44_X";"Ephelota";"MAST-4B";"MAST-12A";"Thraustochytriaceae_LAB17";"MAST-3E";"Eucampia";"Tintinnopsis_05";"Chloropicon";"Crustomastigaceae_X";"Aplanochytrium";"Spirotontonia";"MAST-3F";"Prasinoderma";"Oithona";"MAST-12_X";"Amphimedon";"Strombidium";"Kathablepharis";"Filosa-Thecofilosea_XXX";"Prorocentrum";"Stichodactyla";"Dino-Group-II-Clade-13_X";"Warnowia";"Pleurobrachia";"Spumella";"Chlorodendrales_XX";"Dino-Group-II-Clade-22_X";"Candida";"MAST-7C";"Choreotrichida_XX";"Rimostrombidium";"Dino-Group-II-Clade-1_X";"Rhodomonas:nucl";"Verticillium";"MAST-2B";"Dino-Group-II-Clade-8_X";"Cylindrotheca";"MAST-4C";"Chrysophyceae_Clade-EC2H_XX";"Dino-Group-II-Clade-3_X";"Luciella";"Apicomplexa_XXXX";"Iophon";"Calanus";"Paraphysomonas";"Chrysochromulina";"Telonemia-Group-2_X";"Dino-Group-II-Clade-52_XX";"Bilabrum";"CONTH_7_XXX";"Pyramimonas";"Yarrowia";"Sulculeolaria";"Karlodinium";"Pedinellales_X";"Parmales_env_3B";"Ectocarpus";"MAST-9D";"Dino-Group-II-Clade-16_X";"Haptolina";"Ulva";"Myxophyllum";"Rhinomonas:nucl";"Ebria";"Cryothecomonas";"Pseudocohnilembus";"Calcarea_X";"Pirsonia_Clade__XXX";"MAST-1B";"MAST-12E";"Parmales_env_3A";"Plagioselmis:nucl";"Biecheleria";"Rhodomonas";"Dictyocha";"Dino-Group-II-Clade-17_X";"Caecitellus";"Labyrinthulomycetes_LAB14_X";"Pelagomonadaceae_clade_C";"Dino-Group-II-Clade-12_X";"Florenciella";"Clytia";"Oikopleura";"Ceramium";"MAST-1C";"MAST-7D";"Chytriodinium";"Pteridomonas";"Dino-Group-II-Clade-32_X";"Malassezia";"Apocalathium";"MAST-2D";"Pterocystida_XXX";"Parmales_env_3_X";"Bicosoeca";"MOCH-3_XXX";"Tintinnidae_X";"Dino-Group-II-Clade-15_X";"Chrysophyceae_Clade-EC2I_XX";"Dioithona";"Torodinium";"Triparma";"Pelagodinium";"Dino-Group-II-Clade-46_X";"MAST-8A";"Meyerozyma";"Dino-Group-II_XX";"MAST-3D";"MAST-11_X";"Helicostomella";"Protostelium";"Thraustochytriaceae_LAB19";"Dino-Group-II-Clade-4_X";"Chytridiales_XX";"Dino-Group-II-Clade-5_X";"Minidiscus";"Semimytilus";"Dino-Group-II-Clade-18_X";"Apedinella";"Minorisa";"Florenciellales_X";"Exophiala";"Gephyrocapsa";"MAST-9C";"Yamadazyma";"Spongites";"Leucocryptos";"Stephanoecidae_Group_H_X";"Dino-Group-II-Clade-50_X";"Phymatolithon";"Islandinium";"Stephanoecidae_Group_D_X";"Hexasterias";"Flamella";"Pseudotontonia";"MAST-12B";"NPK2-lineage_X";"Haptophyta_Clade_HAP3_XXX";"RAD-B_X_Group-IVe_X";"Eutintinnidae_X";"Brockmanniella";"MAST-10_X";"Pseudo-nitzschia";"Dino-Group-II-Clade-42_X";"Bicosta";"Paraphysomonadales_Clade-EC1Ga_X";"Paracineta";"Platanus";"Dino-Group-I-Clade-4_X";"Brachionus";"Dino-Group-II-Clade-39_X";"Novel-clade-2_X";"Prymnesiaceae_X";"Fissurella";"Dino-Group-II-Clade-14_X";"Syracosphaerales_XX";"Labyrinthuloides";"Metschnikowia";"MAST-3J";"MOCH-2_XXX";"Dino-Group-II-Clade-20_X";"Biecheleriopsis";"Prymnesiophyceae_Clade_D_XX";"Stoeckeria";"Pseudotrachelocerca";"Stramenopiles_XXXXX";"MOCH-1_XXX";"Fragilariopsis";"Dino-Group-II-Clade-26_X";"Bicoecaceae_X";"Thaumatomonadida_XX";"Protaspa-lineage_X";"Quadricilia";"MAST-3I";"Reckertia";"Porpostoma";"Urotricha";"Monosigidae_Group_B_X";"Dino-Group-II-Clade-25_X";"Syndinium";"Ellobiopsis";"Prymnesiophyceae_Clade_B4_X";"LC104-lineage_X";"Microstomum";"Pseudopedinella";"Tenualosa";"MAST-6_X";"Pleurostomatida_X";"Chrysophyceae_env_clade-II_XX";"NASSO_1";"Pelagococcus";"Cafeteria";"Parmales_env_2_X";"Ochromonadales_XX";"Thoracosphaeraceae_X";"Aegilops";"Diplopsalis";"Ventricleftida_XX";"CCW10-lineage_X";"Novel-Clade-4_X";"Batillaria";"Mantoniella";"MAST-4D";"Leptocylindrus";"Litostomatea_XXX";"MAST-3L";"RAD-A_Xb_X";"Protoperidinium";"Norrisiella";"Prasino-Clade-9_XXX";"Mamiella";"Dino-Group-V_XX";"Austromegabalanus";"Dicrateria";"Dissodinium";"Debaryomyces";"MAST-8B";"Asterionellopsis";"Chlorarachnida_XX";"Monosigidae_Group_A_X";"Mataza-lineage_X";"Prymnesiophyceae_Clade_E_XX";"Heteromastus";"Heribaudiella";"Clausocalanus";"Apusomonadidae_Group-2B_X";"Ditrichocorycaeus";"Lauderia";"Abeoformidae_Group_MAIP_2_X";"Dunaliella";"Prymnesium";"Lepidochromonas";"PHYLL_4_X";"Nolandella";"Peronosporomycetes_XXX";"Stramenopiles_X-Group-2_XXX";"Centropages";"Parmales_XX";"Carinoma";"Ancyromonadida_Group-1_X";"Labyrinthulomycetes_LAB7_X";"Stephanoecidae_Group_E_X";"Dysteria";"OLIGO5_XX";"Neocalanus";"Melinna";"Tripos";"Aequorea";"Marimonadida_XX";"Pichia";"Telonemia-Group-1_X";"MOCH-5_XXX";"Metridium";"Zoothamnium_1";"Dino-Group-II-Clade-47_X";"MAST-8C";"Abeoformidae_Group_MAIP_1_X";"Blastodinium";"RAD-A_Xf_c";"Strombidinopsis";"Nitzschia";"TAGIRI1-lineage_X";"MAST-8E";"Barantolla";"Acanthoecidae_Group_G_X";"Labyrinthulochytrium";"Botuliformidae_X";"Thraustochytriaceae_X";"Prymnesiophyceae_Clade_B5_X";"Eurotiomycetes_X";"Stephanoeca_Group_H";"Actinocyclus";"Chromera";"Pompholyxophrys";"Pleurosigma";"Strobilidiidae_X";"Asteromphalus";"Voromonas";"MAST-9A";"Oblongichytrium";"Bacillariophyceae_XXX";"Edwardsiella_metazoa";"Dictyochophyceae_XXX";"Amphifila";"Labyrinthulomycetes_LAB13_X";"Grammatophora";"Barentsia";"Coscinodiscus";"Theristus";"Amphidoma";"Mercenaria";"Parauronema";"MOCH-4_XXX";"MAST-8D";"Capitella";"Paraflabellula";"Selenidium";"Labyrinthulomycetes_LAB8";"Dino-Group-II-Clade-30_X";"Caviomonadidae_X";"Tabularia";"Haslea";"Cyphellophora";"Nanofila";"Carcinus";"Amastigomonas";"Labyrinthulomycetes_LAB1";"Amylax";"Meganyctiphanes";"Cercozoa_XXXX";"Dictyochales_X";"Calliacantha";"Hartmannella";"Dinophysis";"Haptophyta_Clade_HAP5_XXX";"MAST-3H";"Rozellomycota_XXX";"Dictyocystidae_X"
"S01_C1A17";0;17768;2259;12;0;0;30;933;5924;24;0;261;0;5007;0;0;7403;0;4;0;0;1784;4786;2990;5;0;24;390;6;0;0;247;0;0;0;0;0;0;11;0;0;0;26;0;0;0;0;0;0;0;8;161;0;0;0;544;193;0;0;676;0;13;86;0;0;0;0;0;0;302;6;74;0;0;0;0;0;188;0;0;233;0;0;0;0;0;10;668;0;63;0;28;0;0;0;0;0;96;236;123;0;0;0;72;12;0;0;242;0;23;0;0;45;0;0;0;59;0;0;0;673;0;9;0;0;34;0;0;0;48;0;0;5;42;0;0;0;0;0;0;12;0;8;119;0;0;0;0;0;0;0;0;0;0;0;0;0;10;42;0;0;0;0;529;10;0;0;0;0;6;0;27;0;0;198;0;6;223;0;0;0;0;0;0;0;9;418;0;32;0;0;0;0;0;0;0;0;0;13;8;0;0;110;0;138;0;0;0;0;0;84;0;0;0;0;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;12;118;0;0;0;104;0;0;0;0;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;21;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;7;49;0;0;0;55;0;0;0;0;0;0;0;10;0;0;61;0;0;0;0;0;7;13;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;8;0;4;0;0;0;5;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0
"S02_C1F18";9824;5240;12523;327;671;600;832;1547;56;9;195;643;81;5451;0;1252;409;129;219;0;479;77;401;458;250;367;2634;648;234;23;392;740;0;249;1288;4;71;0;1298;158;1260;50;0;0;20;179;0;432;35;695;430;0;169;0;281;34;1452;77;76;40;50;35;333;0;576;153;33;0;6;47;59;594;187;18;188;0;76;0;0;188;0;156;9;0;442;61;0;27;179;61;608;773;329;0;0;0;85;292;198;159;605;0;0;15;0;0;387;344;36;0;13;68;16;0;0;47;0;253;19;0;10;84;200;67;17;0;29;0;23;42;125;103;148;0;0;23;0;262;43;138;0;96;3;23;0;97;30;66;0;10;146;208;0;0;15;0;0;29;0;63;255;14;0;0;17;58;150;162;0;0;91;0;15;16;0;32;9;0;0;0;81;4;0;0;15;0;0;0;73;30;0;0;0;12;0;8;18;0;10;0;0;0;0;22;103;6;0;34;0;27;0;99;16;0;0;0;0;0;56;16;0;0;0;48;133;0;55;24;12;21;35;0;13;0;0;0;14;9;0;0;10;0;19;0;0;0;53;0;0;16;48;126;74;0;0;16;0;8;0;0;12;28;0;0;0;7;0;38;0;0;0;12;0;10;0;0;0;0;0;0;0;16;0;0;0;9;0;8;5;0;0;0;10;6;0;0;10;0;0;0;0;75;0;12;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0
"S03_C1A18";11097;3090;6918;625;1743;138;0;436;0;91;662;0;0;2299;0;3304;272;2289;171;0;892;379;37;928;123;404;34;14;0;1159;40;2593;0;169;332;95;106;0;372;366;332;170;0;0;448;0;0;138;60;78;33;3;17;0;28;253;29;63;0;80;178;26;7;0;95;107;9;3;0;144;566;0;68;0;61;0;0;0;0;0;0;0;28;0;135;0;0;0;55;0;8;155;40;139;0;0;0;7;142;748;31;0;0;309;0;6;9;43;16;0;6;74;62;0;0;0;0;13;0;0;17;0;0;9;34;0;0;34;0;0;3;13;24;40;0;11;0;123;0;29;0;0;0;3;21;25;16;0;0;0;7;26;0;116;21;0;9;0;0;1;0;11;0;0;0;3;0;35;0;0;0;10;0;33;0;0;18;0;0;0;0;0;0;0;10;31;0;15;35;6;24;0;0;12;0;23;0;3;15;0;0;0;0;0;0;0;0;8;10;0;0;0;75;23;31;28;20;0;8;18;0;82;0;0;4;6;0;0;0;8;0;10;5;3;3;0;0;0;8;0;7;0;11;32;0;0;6;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;31;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;30;8;0;0;65;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;4;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"S04_C2A17";0;44730;1577;9;0;16;6;25;264;33;0;27;0;895;9;23;90;0;0;0;0;124;325;156;0;0;27;68;0;0;0;11;0;0;0;0;0;0;0;0;0;0;6113;0;0;0;0;0;0;0;17;92;0;0;0;8;13;0;0;32;0;0;28;0;0;0;0;0;0;8;6;0;0;0;0;0;0;0;0;0;245;0;0;0;0;0;0;34;0;8;0;12;0;0;0;0;0;0;0;37;0;17;0;0;17;0;0;8;0;0;0;0;0;0;0;0;17;0;18;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;306;0;0;0;0;8;0;0;0;0;0;0;0;3;0;0;0;0;0;16;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;23;0;0;0;0;0;172;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"S05_C2F18";1508;1233;7797;549;179;10870;3474;239;0;0;178;1792;123;5319;0;286;304;90;366;22;500;251;1813;400;171;219;1005;4776;65;0;136;639;19;207;611;8;34;0;1265;56;722;24;0;0;0;162;0;159;25;156;355;0;52;0;246;33;1331;0;1061;16;19;12;574;0;255;87;105;27;0;286;104;189;94;94;59;0;41;0;0;226;0;57;0;0;230;126;0;5;202;91;282;348;202;29;0;4;118;203;124;51;406;0;0;32;0;0;707;195;13;0;0;54;0;0;6;55;0;245;46;18;0;39;124;0;25;18;56;6;12;44;109;214;98;0;0;19;4;233;23;155;0;22;0;0;0;43;22;79;7;32;172;79;0;0;7;0;3;0;0;19;142;0;15;0;44;65;320;130;16;11;61;0;10;0;0;26;0;0;0;0;56;14;0;78;0;0;0;0;56;0;0;0;0;6;0;0;27;0;4;0;0;12;0;18;57;12;0;39;0;29;0;135;0;0;0;0;0;5;25;9;20;8;6;0;121;0;24;0;0;32;37;0;13;0;0;0;97;0;0;0;0;0;11;0;13;0;18;0;9;0;16;94;28;8;0;0;7;19;0;0;15;0;0;0;0;0;0;0;0;0;0;6;0;24;0;0;0;0;0;0;0;25;0;0;0;0;0;9;0;0;0;0;9;0;0;0;0;0;0;0;0;14;0;13;4;27;0;7;0;0;10;0;0;0;67;0;0;0;0;0;0;0;0;0;0;0;5;11;0;0;0;0;0;0;0;0;11;5;0;0;0;0;0;0;13;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"S06_C2A18";7605;6268;14764;737;1118;1610;13;324;1156;134;424;16;0;4025;0;7153;139;1359;163;0;629;526;316;606;78;311;87;27;0;666;33;1287;0;155;222;29;97;0;307;212;279;112;0;0;258;0;19;66;45;51;136;0;11;0;17;118;57;59;0;27;531;18;21;0;56;382;48;0;3;91;189;0;53;0;57;58;31;0;62;3;0;0;19;0;140;0;11;0;39;23;0;46;17;59;13;0;161;4;175;207;19;0;0;141;0;0;0;38;0;0;9;98;33;0;0;0;58;0;0;0;0;3;0;10;20;0;0;66;0;0;0;23;21;15;0;3;0;97;0;24;0;3;0;13;11;12;12;0;10;9;10;9;3;89;15;0;18;0;0;0;0;0;0;0;79;0;0;13;18;0;0;13;0;24;0;0;50;0;0;0;11;0;0;0;0;27;64;24;17;9;16;8;4;25;0;0;0;7;21;0;0;11;5;0;0;0;0;11;25;0;0;0;56;14;41;31;25;0;0;9;224;62;0;0;11;0;0;0;0;0;0;17;0;0;8;0;32;7;30;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;6;11;3;0;70;0;7;0;0;0;0;18;0;0;0;5;16;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;19;0;0;0;0;0;0;0;0;5;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"S07_C3A17";0;46227;4000;32;0;0;1117;41;1384;122;0;5294;30;3325;0;59;57;0;47;0;0;95;978;100;0;0;292;154;9;0;0;101;0;0;0;0;4;0;41;0;0;0;651;0;0;0;0;0;0;0;22;372;0;0;0;24;188;0;72;31;25;0;207;0;0;8;0;3;0;9;18;11;0;0;2;0;0;219;0;0;74;0;0;6;0;0;0;40;0;80;0;0;0;49;3;0;0;10;19;16;0;8;0;18;82;0;0;58;0;0;0;11;0;7;0;0;903;0;69;2;15;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;27;0;0;56;0;0;51;0;0;0;0;0;0;0;0;0;0;0;48;0;7;24;0;0;0;0;0;19;0;0;0;18;0;0;11;3;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;14;9;0;103;0;0;0;0;0;285;0;0;0;114;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;85;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;7;0;0;6;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"S08_C3F18";89;4845;4820;1206;28;944;2560;379;196;0;22;15298;12;2491;8;97;798;6;1071;0;156;3230;8231;1409;5;4;613;6992;91;13;0;1440;61;13;14;0;0;0;294;83;100;0;0;0;0;9;13;4;0;22;118;25;0;0;0;197;1089;0;1709;1313;8;0;796;0;0;25;109;23;0;462;55;711;16;8;0;0;0;0;5;0;0;0;0;0;43;111;0;390;0;105;19;130;13;243;0;0;288;1156;337;248;17;0;0;434;0;0;7;125;0;0;16;0;71;14;0;24;0;73;25;14;102;0;32;13;7;125;12;0;0;19;0;20;8;36;5;63;0;37;0;20;0;0;8;173;0;8;0;43;0;0;27;0;16;0;0;0;0;0;0;0;29;0;0;0;27;0;58;0;0;18;0;0;0;11;0;32;0;0;11;0;20;0;0;28;0;0;0;0;42;0;0;0;0;0;0;0;0;0;17;0;0;0;79;0;255;0;0;10;0;13;0;39;0;0;74;0;0;0;124;7;19;0;7;56;40;148;84;18;0;0;37;0;0;0;44;0;22;75;0;0;0;0;0;0;0;0;163;0;5;25;0;8;6;0;8;0;27;0;0;0;14;87;0;35;0;0;0;17;0;0;0;0;29;0;0;13;0;0;0;0;0;7;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;0;6;0;15;0;0;0;0;0;0;0;0;0;0;41;28;0;0;0;0;0;0;0;27;19;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;18;4;0;0;0;0;0;11;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"S09_C3A18";2166;383;4396;5015;1501;2601;48;754;0;50;294;81;0;3597;0;1400;608;1846;831;4;1249;550;4558;879;54;148;34;663;63;1634;47;1551;27;179;66;207;246;4;912;397;334;101;0;2;603;0;30;53;8;133;28;0;0;18;14;1080;23;59;11;214;167;77;39;27;62;315;247;21;3;613;512;0;18;0;13;117;23;0;29;0;0;0;32;0;123;0;0;32;47;114;0;159;38;153;43;0;0;48;360;583;19;0;8;945;0;0;37;70;14;0;0;66;108;0;4;0;29;37;0;0;178;5;0;28;26;220;0;301;4;0;3;6;18;52;0;0;0;385;0;75;0;0;0;88;15;80;28;0;12;35;0;43;0;0;20;100;0;0;0;0;18;0;25;20;236;0;3;0;0;5;3;167;0;50;0;88;22;0;0;0;45;14;7;0;12;27;0;25;80;16;14;11;0;14;15;114;0;7;11;275;0;0;36;0;10;0;0;0;49;0;0;49;156;0;64;30;102;0;13;51;280;41;0;0;7;6;0;0;0;23;0;11;0;0;38;0;20;22;42;6;0;0;0;33;0;14;17;41;0;44;0;0;7;0;0;4;9;8;4;0;13;0;16;27;0;0;0;22;0;29;14;0;0;0;26;0;0;24;23;44;0;0;7;0;0;2;0;0;0;11;0;4;0;13;0;9;0;0;0;68;0;0;0;15;0;0;28;0;9;0;0;0;7;0;0;4;0;0;0;0;0;0;0;15;14;0;0;0;0;11;0;0;38;0;0;0;0;0;0;0;0;21;21;0;0;0;0;0;7;0;0;0;0;10;0;0;5;2;0;7;9;0;0;3;12;0;11;11;8;0;0
"S10_C4A17";26;34725;1974;38;0;26;30;0;6240;42;0;147;12;715;3;19;58;0;8;0;0;60;637;154;0;5;88;48;15;0;0;33;0;0;0;0;0;0;32;0;0;0;11;0;0;0;17;0;0;0;3;962;0;0;0;38;41;0;0;72;0;0;71;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1412;0;0;0;0;0;2707;38;0;27;0;0;0;42;0;0;0;0;0;10;0;5;0;7;1720;0;0;0;0;250;0;0;0;67;0;0;209;0;129;0;10;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0;3;0;0;0;43;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
